Id_Fecha,flujo_cond_klb_hr_value,flujo_cana_ton_value,brix_mel_value,Indicador_1,Indicador_2
2025-03-08 04:30:00,306.12753975567216,336.58062611151183,66.01164048778337,886.4752256559866,83.2939787485242
2025-03-08 06:30:00,304.6635487361711,346.23803220113126,60.45353973706563,803.3167771432298,82.08841463414635
2025-03-08 08:30:00,306.12870176397865,352.71965615066836,66.23459666305118,876.4251475582769,81.47856242118537
2025-03-08 10:30:00,312.25427131228986,,67.18374885453119,895.4500293896107,82.76115023474179
2025-03-08 12:30:00,308.8100112017964,344.1953841374362,63.75364670703635,876.4362166869694,84.02232951116476
2025-03-08 14:30:00,314.6582115330779,343.61302285512295,66.87098121113247,906.4948234316137,81.62914321450907
2025-03-08 16:30:00,318.0897855207656,336.9518831557464,66.4813359313541,919.4022471113761,82.05558949297496
2025-03-08 18:30:00,313.2074443387699,,65.32013176282247,935.3435849202476,82.27217863608932
2025-03-08 20:30:00,315.44445514650886,382.2691899829058,64.97963510316727,866.4206201942042,81.73135233474834
2025-03-08 22:30:00,312.6408889812894,390.15545581761967,63.14191663000319,811.8063046983622,83.53419282511211
2025-03-09 00:30:00,311.93541080652136,389.8951236375363,63.37226511107551,803.868653162945,82.46268656716418
2025-03-09 02:30:00,305.7744721220804,,65.70687494542864,767.8044592466836,83.54341736694678
2025-03-09 04:30:00,307.2409392718142,405.7889859348218,64.11041871286037,770.2662600824708,83.06818181818181
2025-03-09 06:30:00,311.3838003841118,422.0718055470785,60.732082174890486,764.2254016120006,82.39964050329539
2025-03-09 08:30:00,313.01647396568495,424.2769465080937,59.347975433163526,728.035293795323,81.08499678042497
2025-03-09 10:30:00,315.9642126931085,,66.22810378869374,748.8008071613733,79.69937802349689
2025-03-09 12:30:00,319.6288704307474,392.839828772887,66.12434848644115,759.349184817674,81.21039290240812
2025-03-09 14:30:00,314.7446203534988,414.72360018290345,63.96059335602654,792.6414766709897,82.62862211709047
2025-03-09 16:30:00,314.22516474495063,424.27763903281766,64.56651061375936,742.4545428834784,81.95638820638821
2025-03-09 18:30:00,323.0261953912915,,62.98594053056505,721.9407985809745,82.02264381884945
2025-03-09 20:30:00,326.33390162152057,,63.563713448520765,777.8807981049465,81.59743433109347
2025-03-10 04:30:00,332.1202260883301,450.1232659504782,63.744029057620395,750.4085992068295,82.2215604526504
2025-03-10 06:30:00,331.49448776459315,458.70802561018206,62.78118651707967,729.4227169495155,82.1645415907711
2025-03-10 08:30:00,333.5987586361041,450.1245561209237,61.665867029296024,720.3253517047863,82.25075528700907
2025-03-10 10:30:00,324.5292167377234,,61.920359910859005,724.9068135246263,81.90080098582871
2025-03-10 12:30:00,330.7795660036028,431.9439539242654,59.71184909833848,746.2060663991874,80.90148698884758
2025-03-10 14:30:00,333.21686808985015,443.8377491391939,62.49398578748689,752.4894504586349,81.36104060913706
2025-03-10 16:30:00,336.74109241059284,442.91323157955895,64.21163608366172,753.9795526856205,80.92532467532467
2025-03-10 18:30:00,338.47398074525785,,64.7918793492847,774.2069963900256,82.3467548076923
2025-03-10 20:30:00,336.4982189425821,447.43407503798045,65.81676915893979,757.8788315580398,82.57437765634486
2025-03-10 22:30:00,335.291322762815,445.2720929294164,66.03368873729107,760.7128567629562,82.47315035799522
2025-03-11 00:30:00,336.7968862210233,452.6668214433977,67.34156662623087,770.3633158926003,81.41998734977862
2025-03-11 02:30:00,335.6168564529155,,66.8626530594296,734.0947891950125,80.64888010540184
2025-03-11 04:30:00,337.151626951284,,64.68906809774677,751.7155924461772,82.02302631578947
