fecha_hora,flujo_cond_klb_hr_value,flujo_cana_ton_value,jcla_c1_m3_hr_value,jcla_c2_m3_hr_value,jcla_c3_m3_hr_value,jcla_c4_m3_hr_value,cond_c1_m3_hr_value,cond_c2_m3_hr_value,cond_c3_m3_hr_value,cond_c4_m3_hr_value,brix_mel_value,Indicador_1,Indicador_2
2025-03-09 20:30:00,325.66819569438695,,0.20272804205100875,148.2559691494442,149.05467795750286,168.8937418379901,0.04340826037304911,60.47960766220403,71.6568576403959,74.6677507285649,63.897409683920074,778.7583877107907,81.59743433109347
2025-03-10 04:30:00,331.61674272731426,450.12326595134004,0.21255070422292321,162.6970084701367,173.1433923905363,201.24566249211355,0.04342281808622502,58.413714560199786,69.66018236733964,83.69138071442693,63.744029057559054,750.4085992031427,82.2215604526504
2025-03-10 06:30:00,330.74994082606685,458.7080256104722,0.2126999907377778,159.88394220793887,170.90880076683334,195.76263080291668,0.043659194444444445,59.28338927473611,71.48720158896111,82.8885002453639,62.78118651716667,729.4227169496195,82.1645415907711
2025-03-10 08:30:00,332.52199838999115,450.2045057070242,0.2112371958688889,160.38037614648334,172.93007750827778,197.369824456,0.04343616666666667,58.59680009414444,70.41387397551111,83.532121882875,61.66586702934722,720.3253517043981,82.25075528700907
2025-03-10 10:30:00,324.39297487036004,,0.2098869236822222,159.20414460796113,169.59402148780555,192.1499621410278,0.04340602777777777,56.75274454008889,68.59537710407223,79.50547217897778,61.920359910888884,724.9068135229551,81.90080098582871
2025-03-10 12:30:00,330.1951811479256,431.94395392503986,0.20862758601838952,163.78009049831988,174.47370940802452,197.7322916241014,0.0434,59.186230795235446,71.42808161135972,81.91933889056283,59.711849098383276,746.382185705025,80.90148698884758
2025-03-10 14:30:00,332.51970223778227,443.8104815713649,0.20668806457333333,156.7665982863333,167.889737078,191.58159401761114,0.0434,60.01747308834167,72.30271763585556,83.55576366429445,60.5323133727132,752.4894504586716,81.36104060913706
2025-03-10 16:30:00,335.44648085883256,442.6979686930779,0.20659161656,158.7041099727778,169.21583304522224,194.08269980111112,0.04341205555555556,60.796423310155554,73.032545613225,84.95551940917221,53.8695252017625,754.5603701410168,80.92532467532467
2025-03-10 18:30:00,337.02057091843557,,0.2074757233488889,160.48037658733332,169.61210564458332,194.41272865230556,0.043430138888888886,61.933177475375004,73.67597434891665,85.5323327678861,64.79187934936111,774.2069963919388,82.3467548076923
2025-03-10 20:30:00,335.1465324978569,447.43407503835397,0.21043346690331569,165.67649093792144,175.52049157166343,196.04464769242128,0.043448370019504044,62.965217371348565,75.01524381404569,84.42182994001392,65.81676915901114,758.2349643878645,82.57437765634486
2025-03-10 22:30:00,333.84108476720905,445.27209293004165,0.20721852864666665,160.80635485441667,170.92860469830555,191.98918353483333,0.04349644444444444,62.39969043306944,74.92383059608333,84.47822247402777,66.06229266059722,760.7128567619285,82.47315035799522
2025-03-11 00:30:00,335.33286331308585,452.7475787761741,0.2115426145777778,171.06671852969444,178.99860197213889,193.32993897780557,0.04395455555555556,65.78331519342778,73.76505007314167,77.96411861732223,67.34156662624305,770.3633158928449,81.41998734977862
2025-03-11 02:30:00,334.34497242941,,0.21253924404888888,176.88663184719445,185.38673855652777,197.2408734185,0.043749611111111114,67.35007674645277,75.22800940189167,75.96670474373333,66.86265305933334,734.4581172546901,80.64888010540184
2025-03-11 04:30:00,335.5779738844843,,0.21342776219393486,169.85162553444403,177.79356045540996,194.38847400213402,0.04351374017222014,63.66070486940472,74.82063553530513,83.82073134549232,64.68906809785581,752.0713102086262,82.02302631578947
